sku,barcode,ProductName,Category,Brand,UnitSize,BaseUnitPriceLKR,TypicalShelfLifeDays,Supplier,CaseSize,MaxShelfCapacityUnits
LK-DAI-25A5P,4793184322254,Anchor Milk Powder Full Cream 400g,Dairy (Shelf-Stable),Anchor,400g,994.62,259,Fonterra Brands Lanka,38,152
LK-DAI-F4ABU,4792280920241,Anchor Milk Powder Shape Up 400g,Dairy (Shelf-Stable),Anchor,400g,1162.91,193,Fonterra Brands Lanka,48,96
LK-DAI-Q95G3,4799292984254,Anchor Milk UHT 1L,Dairy (Shelf-Stable),Anchor,1L,635.3,107,Fonterra Brands Lanka,36,180
LK-DAI-PFDRW,4790881172984,Anchor Butter Salted 100g,Dairy (Shelf-Stable),Anchor,100g,281.85,263,Fonterra Brands Lanka,39,195
LK-DAI-2NV01,4799162473147,Anchor Butter Unsalted 227g,Dairy (Shelf-Stable),Anchor,227g,454.9,155,Fonterra Brands Lanka,12,24
LK-DAI-YLNFX,4794486959469,Anchor Cheese Slices 100g,Dairy (Shelf-Stable),Anchor,100g,271.53,232,Fonterra Brands Lanka,23,92
LK-DAI-1OE5E,4793721386589,Kotmale Fresh Milk Full Cream 1L,Dairy (Shelf-Stable),Kotmale,1L,550.96,10,Kotmale Holdings PLC,36,72
LK-DAI-DJNV0,4796984902770,Kotmale Fresh Milk Low Fat 1L,Dairy (Shelf-Stable),Kotmale,1L,385.91,10,Kotmale Holdings PLC,24,48
LK-DAI-YMX9D,4794656693803,Kotmale Fresh Milk Non Fat 1L,Dairy (Shelf-Stable),Kotmale,1L,584.57,10,Kotmale Holdings PLC,30,120
LK-DAI-7UJOD,4791845184890,Kotmale Milk Chocolate 180ml,Dairy (Shelf-Stable),Kotmale,180ml,106.7,11,Kotmale Holdings PLC,42,126
LK-DAI-5RJN2,4793356588044,Kotmale Milk Vanilla 1L,Dairy (Shelf-Stable),Kotmale,1L,450.89,11,Kotmale Holdings PLC,33,66
LK-DAI-J8Y6R,4793334333390,Kotmale Milk Faluda 180ml,Dairy (Shelf-Stable),Kotmale,180ml,114.81,14,Kotmale Holdings PLC,43,86
LK-DAI-WR965,4797284639205,Ambewela Milk Plain 1L,Dairy (Shelf-Stable),Ambewela,1L,526.8,14,Ambewela Products (Private) Limited,44,176
LK-BAK-SLAYN,4791559428433,Munchee Super Cream Cracker 85g,Packaged Bakery,Munchee,85g,151.4,180,Ceylon Biscuits Limited (CBL),17,85
LK-BAK-KGEUI,4791438663221,Munchee Chocolate Cream 400g,Packaged Bakery,Munchee,400g,420.9,137,Ceylon Biscuits Limited (CBL),16,64
LK-BAK-OYC3R,4791754558843,Munchee Lemon Puff 100g,Packaged Bakery,Munchee,100g,129.74,197,Ceylon Biscuits Limited (CBL),30,90
LK-BAK-1QCWQ,4792256996119,Munchee Nice 400g,Packaged Bakery,Munchee,400g,341.06,186,Ceylon Biscuits Limited (CBL),34,136
LK-BAK-V8OGA,4793413261118,Munchee Ginger 80g,Packaged Bakery,Munchee,80g,187.11,43,Ceylon Biscuits Limited (CBL),36,180
LK-BAK-D7OI0,4797228200553,Munchee Milk Short Cake 200g,Packaged Bakery,Munchee,200g,345.31,168,Ceylon Biscuits Limited (CBL),29,145
LK-BAK-Q05PX,4798457831747,Munchee Milk Cream 110g,Packaged Bakery,Munchee,110g,199.56,107,Ceylon Biscuits Limited (CBL),12,36
LK-BAK-K12V2,4798536866325,Munchee Chocolate Puff 200g,Packaged Bakery,Munchee,200g,313.37,202,Ceylon Biscuits Limited (CBL),20,40
LK-BAK-YK03O,4791224179745,Maliban Cream Cracker 500g,Packaged Bakery,Maliban,500g,537.05,200,Maliban Biscuit Manufactories (Private) Limited,16,32
LK-BAK-EPADA,4793564757058,Maliban Chocolate Cream 400g,Packaged Bakery,Maliban,400g,320.07,67,Maliban Biscuit Manufactories (Private) Limited,20,100
LK-BAK-3E1I1,4797303718379,Maliban Lemon Puff 100g,Packaged Bakery,Maliban,100g,135.5,202,Maliban Biscuit Manufactories (Private) Limited,32,64
LK-BAK-KMBY9,4793650249160,Maliban Nice 435g,Packaged Bakery,Maliban,435g,543.16,197,Maliban Biscuit Manufactories (Private) Limited,34,102
LK-BAK-W79WC,4792812735855,Maliban Gold Marie 75g,Packaged Bakery,Maliban,75g,175.88,193,Maliban Biscuit Manufactories (Private) Limited,34,170
LK-BAK-PKZGG,4795574982185,Maliban Orange Cream 400g,Packaged Bakery,Maliban,400g,339.28,97,Maliban Biscuit Manufactories (Private) Limited,26,52
LK-BAK-41IZX,4798638782943,Maliban Custard Cream 100g,Packaged Bakery,Maliban,100g,126.97,58,Maliban Biscuit Manufactories (Private) Limited,28,56
LK-BAK-DGBXN,4797899405394,Little Lion Golden Cow Rusk Original 110g,Packaged Bakery,Little Lion,110g,237.21,83,Ceylon Biscuits Limited (CBL),14,70
LK-BAK-2CWT0,4794138113867,Little Lion Golden Cow Rusk Banana 70g,Packaged Bakery,Little Lion,70g,123.17,93,Ceylon Biscuits Limited (CBL),29,145
LK-BAK-ZPD2T,4798528975585,Harischandra Cream Crackers 500g,Packaged Bakery,Harischandra,500g,617.98,187,Harischandra Mills PLC,36,180
LK-BAK-NT0MQ,4796004908249,Harischandra Papadam 70g,Packaged Bakery,Harischandra,70g,107.52,84,Harischandra Mills PLC,12,48
LK-BAK-DQFJ6,4793344196930,Munchee Super Cream Cracker 500g,Packaged Bakery,Munchee,500g,546.45,194,Ceylon Biscuits Limited (CBL),27,54
LK-BAK-CC1M3,4796139060485,Munchee Chocolate Cream 100g,Packaged Bakery,Munchee,100g,90.85,68,Ceylon Biscuits Limited (CBL),28,84
LK-BAK-UDP2F,4795179086417,Munchee Lemon Puff 200g,Packaged Bakery,Munchee,200g,245.69,198,Ceylon Biscuits Limited (CBL),27,81
LK-BAK-SIJPY,4799116655353,Munchee Nice 100g,Packaged Bakery,Munchee,100g,129.78,188,Ceylon Biscuits Limited (CBL),23,115
LK-BAK-YF0D0,4793924051475,Munchee Ginger 400g,Packaged Bakery,Munchee,400g,420.44,167,Ceylon Biscuits Limited (CBL),18,72
LK-BAK-YN6SJ,4790439407018,Munchee Milk Short Cake 85g,Packaged Bakery,Munchee,85g,161.6,122,Ceylon Biscuits Limited (CBL),12,48
LK-BAK-9DL5T,4792387800385,Munchee Milk Cream 255g,Packaged Bakery,Munchee,255g,345.14,70,Ceylon Biscuits Limited (CBL),23,92
LK-BAK-3W563,4790843256219,Munchee Chocolate Puff 100g,Packaged Bakery,Munchee,100g,179.25,205,Ceylon Biscuits Limited (CBL),19,57
LK-BAK-EXUYH,4792482629256,Maliban Cream Cracker 125g,Packaged Bakery,Maliban,125g,167.69,207,Maliban Biscuit Manufactories (Private) Limited,22,66
LK-BAK-K03W0,4792312209948,Maliban Chocolate Cream 100g,Packaged Bakery,Maliban,100g,163.29,89,Maliban Biscuit Manufactories (Private) Limited,33,66
LK-BAK-QXGNR,4792330604633,Maliban Lemon Puff 200g,Packaged Bakery,Maliban,200g,319.23,180,Maliban Biscuit Manufactories (Private) Limited,17,85
LK-INS-P1V3Z,4796999880810,Prima Kottu Mee Hot & Spicy 75g,Instant Foods,Prima,75g,84.12,201,Prima Ceylon Limited,57,285
LK-INS-GP51K,4792649082771,Prima Kottu Mee Chicken 78g,Instant Foods,Prima,78g,73.94,272,Prima Ceylon Limited,58,174
LK-INS-665DL,4792111751860,Prima Kottu Mee Cheese Onion 80g,Instant Foods,Prima,80g,105.29,493,Prima Ceylon Limited,48,240
LK-INS-FF1BL,4797421230944,Prima Kottu Mee Masala 78g,Instant Foods,Prima,78g,70.57,435,Prima Ceylon Limited,24,120
LK-INS-CVITW,4798302205020,Prima Stella Chicken 74g,Instant Foods,Prima,74g,101.46,488,Prima Ceylon Limited,45,90
LK-INS-VYV2G,4797950145566,Prima Stella Curry 75g,Instant Foods,Prima,75g,100.01,461,Prima Ceylon Limited,42,210
LK-INS-SZWD0,4798179469549,Prima Stella Prawn 75g,Instant Foods,Prima,75g,87.31,361,Prima Ceylon Limited,60,300
LK-INS-IKGEQ,4791396605585,Prima Stella Vegetable 74g,Instant Foods,Prima,74g,99.4,507,Prima Ceylon Limited,42,168
LK-INS-ELOU8,4792355770276,Maggi Noodles Chicken 335g,Instant Foods,Maggi,335g,263.86,454,Nestle Lanka PLC,53,265
LK-INS-YTAUL,4795124056823,Maggi Noodles Curry 73g,Instant Foods,Maggi,73g,89.27,484,Nestle Lanka PLC,43,172
LK-INS-Q8HKE,4790317807824,Maggi Noodles Devilled Chilli Chicken 76g,Instant Foods,Maggi,76g,189.74,448,Nestle Lanka PLC,44,132
LK-INS-9HBN5,4791040915701,Raigam Noodles Deveni Batha Chicken 80g,Instant Foods,Raigam,80g,75.04,339,Raigam Marketing Services (Private) Limited,60,240
LK-INS-T1YJF,4791098813851,Raigam Noodles Deveni Batha Curry 80g,Instant Foods,Raigam,80g,96.68,540,Raigam Marketing Services (Private) Limited,60,180
LK-INS-BB6BN,4791662997956,Raigam Noodles Deveni Batha Sea Food 85g,Instant Foods,Raigam,85g,92.26,545,Raigam Marketing Services (Private) Limited,58,116
LK-INS-37QQY,4797733294566,MD Noodles 400g,Instant Foods,MD,400g,341.24,349,MD Holdings (Private) Limited,53,265
LK-INS-KMUSO,4791581487699,Sera Kottu Kottu Chicken 375g,Instant Foods,Sera,375g,345.14,460,Sera Foods Lanka,54,270
LK-INS-UMYGY,4799719975810,Sera Kottu Kottu Hot & Spicy 65g,Instant Foods,Sera,65g,89.31,387,Sera Foods Lanka,30,150
LK-INS-56WAF,4792784699735,Knorr Chicken Cube 280g,Instant Foods,Knorr,280g,475.36,333,Unilever Sri Lanka Limited,43,215
LK-INS-WS44C,4798008514037,Cirio Pasta Sauce Napoletana 420g,Instant Foods,Cirio,420g,685.72,500,Cirio Imports Lanka,48,240
LK-INS-GN74F,4792201027622,Cirio Pasta Sauce Arrabbiata 420g,Instant Foods,Cirio,420g,610.92,392,Cirio Imports Lanka,51,153
LK-INS-IPAR0,4798468950093,Prima Kottu Mee Hot & Spicy 400g,Instant Foods,Prima,400g,405.88,477,Prima Ceylon Limited,29,87
LK-INS-SSVIW,4791894905804,Prima Kottu Mee Chicken 78g,Instant Foods,Prima,78g,90.25,420,Prima Ceylon Limited,45,225
LK-INS-ZVK2J,4797929049048,Prima Kottu Mee Cheese Onion 80g,Instant Foods,Prima,80g,93.55,219,Prima Ceylon Limited,40,120
LK-INS-V60XN,4792437280518,Prima Kottu Mee Masala 78g,Instant Foods,Prima,78g,111.74,258,Prima Ceylon Limited,50,250
LK-INS-0MX1E,4792767478364,Prima Stella Chicken 74g,Instant Foods,Prima,74g,94.12,314,Prima Ceylon Limited,57,285
LK-INS-8YB7W,4796945441492,Prima Stella Curry 75g,Instant Foods,Prima,75g,81.52,303,Prima Ceylon Limited,36,144
LK-INS-ACOSY,4795344300911,Prima Stella Prawn 75g,Instant Foods,Prima,75g,67.11,291,Prima Ceylon Limited,31,62
LK-INS-2GDGK,4791746542140,Prima Stella Vegetable 74g,Instant Foods,Prima,74g,98.15,350,Prima Ceylon Limited,40,160
LK-INS-OXDTP,4799174101199,Maggi Noodles Chicken 146g,Instant Foods,Maggi,146g,192.03,189,Nestle Lanka PLC,33,66
LK-INS-6US7R,4796618306714,Maggi Noodles Curry 73g,Instant Foods,Maggi,73g,89.11,363,Nestle Lanka PLC,43,215
LK-INS-4M41K,4793280634619,Maggi Noodles Devilled Chilli Chicken 76g,Instant Foods,Maggi,76g,379.58,223,Nestle Lanka PLC,52,156
LK-INS-RCTLT,4797005050616,Raigam Noodles Deveni Batha Chicken 80g,Instant Foods,Raigam,80g,80.31,447,Raigam Marketing Services (Private) Limited,58,174
LK-INS-RA6WI,4792020417925,Raigam Noodles Deveni Batha Curry 80g,Instant Foods,Raigam,80g,110.55,234,Raigam Marketing Services (Private) Limited,55,165
LK-INS-OEYTL,4793092511429,Raigam Noodles Deveni Batha Sea Food 85g,Instant Foods,Raigam,85g,116.25,369,Raigam Marketing Services (Private) Limited,34,170
LK-INS-NF5CA,4791946723240,MD Noodles 85g,Instant Foods,MD,85g,103.61,269,MD Holdings (Private) Limited,26,78
LK-SNK-PUG99,4799588373403,Ritzbury Chocolate Fingers 110g,Snacks & Confectionery,Ritzbury,110g,228.13,295,Ceylon Biscuits Limited (CBL),39,117
LK-SNK-HJW6Q,4791082207819,Ritzbury Choco Mo 220g,Snacks & Confectionery,Ritzbury,220g,508.7,233,Ceylon Biscuits Limited (CBL),42,168
LK-SNK-LD05N,4793179706236,Ritzbury Revello Almond 100g,Snacks & Confectionery,Ritzbury,100g,359.54,219,Ceylon Biscuits Limited (CBL),28,140
LK-SNK-EYCE4,4797625349299,Ritzbury Revello Cashew 170g,Snacks & Confectionery,Ritzbury,170g,617.55,261,Ceylon Biscuits Limited (CBL),26,130
LK-SNK-4K00I,4795693929061,Ritzbury Revello Fruit & Nut 100g,Snacks & Confectionery,Ritzbury,100g,370.75,240,Ceylon Biscuits Limited (CBL),48,96
LK-SNK-QIUA0,4793254310747,Ritzbury Revello Hazelnut 100g,Snacks & Confectionery,Ritzbury,100g,195.38,266,Ceylon Biscuits Limited (CBL),42,84
LK-SNK-G5WZA,4791658046491,Kandos Milk Chocolate 45g,Snacks & Confectionery,Kandos,45g,186.68,11,Ceylon Chocolates Limited,26,104
LK-SNK-5DNWN,4792818325388,Kandos Cashewnut 100g,Snacks & Confectionery,Kandos,100g,185.04,360,Ceylon Chocolates Limited,46,138
LK-SNK-YJCMR,4798178847959,Kandos Fruit & Nut 160g,Snacks & Confectionery,Kandos,160g,572.11,327,Ceylon Chocolates Limited,30,150
LK-SNK-FEFFH,4790468275671,Kandos Caramel 45g,Snacks & Confectionery,Kandos,45g,207.61,168,Ceylon Chocolates Limited,24,72
LK-SNK-X2RXT,4798774924245,Cadbury Dairy Milk 55g,Snacks & Confectionery,Cadbury,55g,187.44,193,Mondelez Lanka (Private) Limited,28,112
LK-SNK-TGGZ6,4792231059273,Cadbury Dairy Milk Silk 150g,Snacks & Confectionery,Cadbury,150g,218.74,263,Mondelez Lanka (Private) Limited,25,100
LK-SNK-K7ORF,4797520885472,Cadbury Fruit & Nut 36g,Snacks & Confectionery,Cadbury,36g,174.34,313,Mondelez Lanka (Private) Limited,45,135
LK-SNK-ERBYE,4790693751506,M&M Milk Chocolate 45g,Snacks & Confectionery,M&M,45g,193.73,13,Mars Lanka (Private) Limited,48,192
LK-SNK-89ORV,4798056265653,M&M Peanut 45g,Snacks & Confectionery,M&M,45g,129.88,198,Mars Lanka (Private) Limited,41,82
LK-SNK-K38P6,4792991234781,Snickers Chocolate Bar 50g,Snacks & Confectionery,Snickers,50g,244.99,365,Mars Lanka (Private) Limited,48,240
LK-SNK-UZ1EG,4796487049477,Mars Chocolate Bar 33g,Snacks & Confectionery,Mars,33g,132.38,126,Mars Lanka (Private) Limited,28,112
LK-SNK-XKG6X,4790147195979,KitKat Chocolate 45g,Snacks & Confectionery,KitKat,45g,189.17,280,Nestle Lanka PLC,39,78
LK-SNK-UFQYM,4790456504486,Ferrero Rocher Chocolate 62.5g,Snacks & Confectionery,Ferrero Rocher,62.5g,452.38,169,Ferrero Trading Lanka,29,58
LK-SNK-2JZNT,4795202845769,Toblerone Milk Chocolate 200g,Snacks & Confectionery,Toblerone,200g,570.31,12,Mondelez Lanka (Private) Limited,28,84
LK-SNK-4ZZ2P,4791120754527,Ritzbury Chocolate Fingers 110g,Snacks & Confectionery,Ritzbury,110g,341.67,272,Ceylon Biscuits Limited (CBL),48,192
LK-SNK-EYYLH,4791611076039,Ritzbury Choco Mo 220g,Snacks & Confectionery,Ritzbury,220g,522.57,251,Ceylon Biscuits Limited (CBL),25,125
LK-SNK-127H6,4792501249557,Ritzbury Revello Almond 100g,Snacks & Confectionery,Ritzbury,100g,195.11,306,Ceylon Biscuits Limited (CBL),31,62
LK-SNK-GK6T9,4791387592719,Ritzbury Revello Cashew 170g,Snacks & Confectionery,Ritzbury,170g,423.43,217,Ceylon Biscuits Limited (CBL),30,90
LK-SNK-SRNKZ,4791571647942,Ritzbury Revello Fruit & Nut 100g,Snacks & Confectionery,Ritzbury,100g,307.93,177,Ceylon Biscuits Limited (CBL),37,148
LK-SNK-NAYYO,4798112669128,Ritzbury Revello Hazelnut 100g,Snacks & Confectionery,Ritzbury,100g,174.57,206,Ceylon Biscuits Limited (CBL),43,215
LK-SNK-1V127,4795796784277,Kandos Milk Chocolate 45g,Snacks & Confectionery,Kandos,45g,140.14,12,Ceylon Chocolates Limited,44,132
LK-SNK-AGVLK,4799118773475,Kandos Cashewnut 45g,Snacks & Confectionery,Kandos,45g,181.1,207,Ceylon Chocolates Limited,41,82
LK-SNK-Q4PBG,4794276246717,Kandos Fruit & Nut 90g,Snacks & Confectionery,Kandos,90g,345.41,261,Ceylon Chocolates Limited,41,205
LK-SNK-R8WM9,4795009025593,Kandos Caramel 45g,Snacks & Confectionery,Kandos,45g,131.45,207,Ceylon Chocolates Limited,27,135
LK-SNK-IXV6C,4794152085072,Cadbury Dairy Milk 55g,Snacks & Confectionery,Cadbury,55g,238.23,251,Mondelez Lanka (Private) Limited,32,64
LK-SNK-OU3DY,4795785294565,Cadbury Dairy Milk Silk 150g,Snacks & Confectionery,Cadbury,150g,193.6,321,Mondelez Lanka (Private) Limited,41,123
LK-SNK-W8ZUV,4794198763514,Cadbury Fruit & Nut 180g,Snacks & Confectionery,Cadbury,180g,595.61,325,Mondelez Lanka (Private) Limited,37,148
LK-SNK-1GAZ5,4799737489696,M&M Milk Chocolate 28g,Snacks & Confectionery,M&M,28g,124.64,11,Mars Lanka (Private) Limited,38,114
LK-SNK-L3CHO,4794249363120,M&M Peanut 45g,Snacks & Confectionery,M&M,45g,149.13,331,Mars Lanka (Private) Limited,38,190
LK-SNK-FEJ2X,4792070015942,Snickers Chocolate Bar 50g,Snacks & Confectionery,Snickers,50g,232.2,224,Mars Lanka (Private) Limited,45,90
LK-SNK-USEXU,4798471391555,Mars Chocolate Bar 33g,Snacks & Confectionery,Mars,33g,149.93,326,Mars Lanka (Private) Limited,47,141
LK-SNK-PJVRN,4791586734255,KitKat Chocolate 38g,Snacks & Confectionery,KitKat,38g,142.79,198,Nestle Lanka PLC,44,88
LK-SNK-ITL8N,4791837606447,Ferrero Rocher Chocolate 62.5g,Snacks & Confectionery,Ferrero Rocher,62.5g,358.32,180,Ferrero Trading Lanka,30,90
LK-SNK-2JC2R,4796561248154,Toblerone Milk Chocolate 200g,Snacks & Confectionery,Toblerone,200g,598.8,11,Mondelez Lanka (Private) Limited,34,170
LK-TEA-PXAHK,4799112382963,Dilmah Tea Bags 50s,Tea & Coffee,Dilmah,50s,537.16,854,Dilmah Ceylon Tea Company PLC,28,112
LK-TEA-DNON4,4799300893172,Dilmah Tea Leaf Premium 200g,Tea & Coffee,Dilmah,200g,501.96,537,Dilmah Ceylon Tea Company PLC,36,180
LK-TEA-EZP7Q,4797133344762,Dilmah Tea Strong 100g,Tea & Coffee,Dilmah,100g,263.11,979,Dilmah Ceylon Tea Company PLC,33,99
LK-TEA-IQIUX,4791072563666,Dilmah Tea Earl Grey 125g,Tea & Coffee,Dilmah,125g,456.86,462,Dilmah Ceylon Tea Company PLC,25,50
LK-TEA-8V0BJ,4799646528097,Dilmah Tea English Breakfast 125g,Tea & Coffee,Dilmah,125g,337.78,869,Dilmah Ceylon Tea Company PLC,38,114
LK-TEA-L9R9K,4795644948561,Dilmah Tea Green Pure Ceylon 75g,Tea & Coffee,Dilmah,75g,326.13,868,Dilmah Ceylon Tea Company PLC,41,205
LK-TEA-JZP97,4790758777120,Lipton Ceylonta Black Tea Bags 50s,Tea & Coffee,Lipton,50s,372.61,655,Unilever Sri Lanka Limited,29,116
LK-TEA-1G7IR,4791504165918,Lipton Ceylonta Black Tea 500g,Tea & Coffee,Lipton,500g,1633.72,448,Unilever Sri Lanka Limited,46,230
LK-TEA-8X8L0,4799230450186,Lipton Pure Green Tea Bag 26g,Tea & Coffee,Lipton,26g,356.39,773,Unilever Sri Lanka Limited,29,87
LK-TEA-NOX8F,4794764925155,Zesta Tea 250g,Tea & Coffee,Zesta,250g,753.98,762,Akbar Brothers (Private) Limited,32,160
LK-TEA-WDS9Y,4792788147614,Zesta Green Tea 25s,Tea & Coffee,Zesta,25s,328.31,517,Akbar Brothers (Private) Limited,45,180
LK-TEA-CBDPD,4799454918011,Watawala Tea 1kg,Tea & Coffee,Watawala,1kg,3112.72,551,Sunshine Holdings PLC,25,50
LK-TEA-1Q3M7,4792321941686,Watawala Green Tea 20s,Tea & Coffee,Watawala,20s,194.79,378,Sunshine Holdings PLC,44,220
LK-TEA-0K3WY,4796412203103,Maliban Tea 400g,Tea & Coffee,Maliban,400g,1285.84,392,Maliban Biscuit Manufactories (Private) Limited,39,117
LK-TEA-D1FPE,4792777079339,Nescafe Classic 50g,Tea & Coffee,Nescafe,50g,169.31,766,Nestle Lanka PLC,34,68
LK-TEA-0VTKR,4797899730809,Nescafe Gold 100g,Tea & Coffee,Nescafe,100g,325.52,430,Nestle Lanka PLC,44,220
LK-TEA-QPF0Q,4797383959723,Nescafe Gold Espresso 100g,Tea & Coffee,Nescafe,100g,424.15,764,Nestle Lanka PLC,45,180
LK-TEA-K0YEH,4799716743382,Harischandra Coffee 200g,Tea & Coffee,Harischandra,200g,445.36,632,Harischandra Mills PLC,45,135
LK-HOU-PWEIJ,4795508428918,Sunlight Washing Powder 500g,Household & Cleaning,Sunlight,500g,467.38,1626,Unilever Sri Lanka Limited,24,48
LK-HOU-BDW56,4792478712559,Sunlight Soap Yellow 360g,Household & Cleaning,Sunlight,360g,417.84,381,Unilever Sri Lanka Limited,18,36
LK-HOU-DN1MX,4792863266674,Sunlight Dishwash Liquid 1.5L,Household & Cleaning,Sunlight,1.5L,1423.29,1470,Unilever Sri Lanka Limited,19,57
LK-HOU-MO1PO,4790290846681,Surf Excel Washing Powder Extra Clean 500g,Household & Cleaning,Surf Excel,500g,506.85,1372,Unilever Sri Lanka Limited,12,48
LK-HOU-X5WWP,4795634108562,Surf Excel Matic Washing Powder 1kg,Household & Cleaning,Surf Excel,1kg,892.87,988,Unilever Sri Lanka Limited,20,80
LK-HOU-FB2VI,4794681054853,Rin Washing Powder 1kg,Household & Cleaning,Rin,1kg,615.34,985,Unilever Sri Lanka Limited,16,32
LK-HOU-Z7X4I,4794492683150,Diva Detergent Powder 400g,Household & Cleaning,Diva,400g,362.61,1469,Hemas Consumer Brands,13,39
LK-HOU-5RQNS,4799886497672,Diva Liquid Detergent 1L,Household & Cleaning,Diva,1L,896.25,1583,Hemas Consumer Brands,14,42
LK-HOU-EHR07,4795196115947,Vim Dishwash Bar 200g,Household & Cleaning,Vim,200g,143.44,1490,Unilever Sri Lanka Limited,17,68
LK-HOU-B66H3,4797018510671,Vim Dishwash Liquid 500ml,Household & Cleaning,Vim,500ml,503.44,1421,Unilever Sri Lanka Limited,19,57
LK-HOU-Q5L2X,4796636580745,Harpic Toilet Bowl Cleaner 500ml,Household & Cleaning,Harpic,500ml,523.77,780,Reckitt Benckiser Lanka Limited,22,88
LK-HOU-T18S1,4798018204331,Harpic Bathroom Cleaner 500ml,Household & Cleaning,Harpic,500ml,575.06,1639,Reckitt Benckiser Lanka Limited,24,96
LK-HOU-PO4LJ,4791182422419,Domex Toilet Cleaner 500ml,Household & Cleaning,Domex,500ml,386.54,1076,Unilever Sri Lanka Limited,21,84
LK-HOU-F6J76,4790339937882,Dettol Antiseptic Liquid 1L,Household & Cleaning,Dettol,1L,775.52,854,Reckitt Benckiser Lanka Limited,19,95
LK-HOU-TVD1X,4792496718328,Dettol Hand Wash 200ml,Household & Cleaning,Dettol,200ml,267.63,1232,Reckitt Benckiser Lanka Limited,18,90
LK-HOU-XGC7J,4794653984027,Mortein Mosquito Coil 10s,Household & Cleaning,Mortein,10s,208.16,1345,Reckitt Benckiser Lanka Limited,18,36
LK-HOU-V8LYM,4794743553799,Mortein Vaporiser Refill 45 Nights,Household & Cleaning,Mortein,45 Nights,499.89,1003,Reckitt Benckiser Lanka Limited,12,60
LK-HOU-Z1T2X,4791807156958,Comfort Fabric Conditioner 860ml,Household & Cleaning,Comfort,860ml,695.19,747,Unilever Sri Lanka Limited,19,76
LK-HOU-YZG3W,4793375047935,Sunlight Washing Powder 500g,Household & Cleaning,Sunlight,500g,302.25,1541,Unilever Sri Lanka Limited,16,80
LK-HOU-VGV0E,4799384308944,Sunlight Soap Yellow 360g,Household & Cleaning,Sunlight,360g,392.58,366,Unilever Sri Lanka Limited,22,44
LK-HOU-ESRSB,4793046875065,Sunlight Dishwash Liquid 1.5L,Household & Cleaning,Sunlight,1.5L,1016.86,781,Unilever Sri Lanka Limited,15,75
LK-HOU-CWBPA,4795431735053,Surf Excel Washing Powder Extra Clean 500g,Household & Cleaning,Surf Excel,500g,423.29,879,Unilever Sri Lanka Limited,21,105
LK-HOU-7N6Y2,4790704961108,Surf Excel Matic Washing Powder 1kg,Household & Cleaning,Surf Excel,1kg,816.33,1511,Unilever Sri Lanka Limited,13,65
LK-HOU-N25WM,4790785931106,Rin Washing Powder 1kg,Household & Cleaning,Rin,1kg,832.91,1126,Unilever Sri Lanka Limited,14,56
LK-HOU-EBEVS,4795498227492,Diva Detergent Powder 400g,Household & Cleaning,Diva,400g,330.93,746,Hemas Consumer Brands,21,63
LK-HOU-M9XHC,4793779599597,Diva Liquid Detergent 1L,Household & Cleaning,Diva,1L,741.59,944,Hemas Consumer Brands,24,48
LK-HOU-QHR13,4796362050154,Vim Dishwash Bar 200g,Household & Cleaning,Vim,200g,142.44,1325,Unilever Sri Lanka Limited,15,60
LK-HOU-5ZMTG,4790241026155,Vim Dishwash Liquid 500ml,Household & Cleaning,Vim,500ml,604.76,1221,Unilever Sri Lanka Limited,24,96
LK-HOU-5CF72,4793865596301,Harpic Toilet Bowl Cleaner 500ml,Household & Cleaning,Harpic,500ml,556.47,1332,Reckitt Benckiser Lanka Limited,17,51
LK-HOU-5HCQX,4791286857872,Harpic Bathroom Cleaner 500ml,Household & Cleaning,Harpic,500ml,393.46,1806,Reckitt Benckiser Lanka Limited,19,95
LK-PER-BHH5O,4794669254817,Signal Toothpaste Strong Teeth 70g,Personal Care,Signal,70g,143.68,820,Unilever Sri Lanka Limited,23,69
LK-PER-QO2LN,4792734151481,Signal Toothpaste Charcoal White 120g,Personal Care,Signal,120g,303.71,648,Unilever Sri Lanka Limited,15,30
LK-PER-LK3YJ,4799284044560,Closeup Red Hot Toothpaste 40g,Personal Care,Closeup,40g,167.62,1036,Unilever Sri Lanka Limited,27,81
LK-PER-IVTQ3,4795153663771,Closeup Lemon Splash 120g,Personal Care,Closeup,120g,362.31,507,Unilever Sri Lanka Limited,16,64
LK-PER-IP11Y,4794590902252,Colgate Toothpaste Total 120g,Personal Care,Colgate,120g,313.25,987,Colgate-Palmolive Lanka (Private) Limited,24,120
LK-PER-DUQ6D,4791820970234,Colgate Toothpaste Max Fresh 150g,Personal Care,Colgate,150g,316.47,655,Colgate-Palmolive Lanka (Private) Limited,19,76
LK-PER-G4OFD,4798671632342,Sensodyne Toothpaste Rapid Relief 75g,Personal Care,Sensodyne,75g,217.36,851,GlaxoSmithKline Consumer Healthcare Lanka,31,124
LK-PER-AFCO3,4798597779015,Sunsilk Shampoo Black Shine 340ml,Personal Care,Sunsilk,340ml,723.74,832,Unilever Sri Lanka Limited,34,136
LK-PER-GWPNX,4799160324847,Sunsilk Shampoo Thick & Long 180ml,Personal Care,Sunsilk,180ml,488.14,587,Unilever Sri Lanka Limited,25,50
LK-PER-QJSQC,4797656360041,Sunsilk Shampoo Smooth Nourish 180ml,Personal Care,Sunsilk,180ml,369.27,699,Unilever Sri Lanka Limited,35,175
